name,price (PLN),country,region,appellation,vineyard,vintage,volume (liters),alcohol (%),serving temperature (C),color,kind,taste,style,medals,wegan,natural,punctation,grapes
Arrogant Frog Wild Lily Pad Chardonnay Organic Pays d’Oc IGP,63.0,France,Languedoc (Languedoc),Pays d’Oc IGP,,2021.0,0.75,13.0,10-12,white,,dry,average,,False,True,,Chardonnay
Artuke Tinto Rioja DOC,59.0,Spain,Rioja,Rioja DOC,,2022.0,0.75,13.5,15,red,,dry,average,,True,True,,"Viura, Tempranillo"
Arzuaga Crianza Ribera Del Duero DO,199.0,Spain,,,Bodegas Arzuaga Navarro,2018.0,0.75,,,red,,dry,,,False,False,,"Tempranillo, Merlot, Cabernet Sauvignon"
Arzuaga Gran Reserva Ribera Del Duero DO,609.0,Spain,,,Bodegas Arzuaga Navarro,2015.0,,,,red,,dry,full,,False,False,,"Tinto Fino 95%, Merlot&Cabernet Sauvignon 5%"
Arzuaga Navarro La Planta Ribera Del Duero DO,85.0,Spain,Ribera del Duero,Ribera del Duero DO,Bodegas Arzuaga Navarro,2020.0,0.75,14.0,,red,,dry,,,False,False,90.0,Tempranillo
Arzuaga Navarro Pago Florentino Vino de Pago DO,119.0,Spain,,,Bodegas Arzuaga Navarro,2019.0,,14.0,16-18,red,,dry,,,False,False,,Tempranillo
Arzuaga Reserva Ribera Del Duero DO,267.0,Spain,Ribera del Duero,Ribera del Duero DO,Bodegas Arzuaga Navarro,2019.0,0.75,,,red,,dry,full,Decanter Gold,False,False,93.0,"Cabernet Sauvignon, Tempranillo, Merlot"
Aspros Lagos Vidiano Crete PGI,171.0,Greece,Crete,Crete PGI,Douloufakis,2020.0,0.75,14.1,10,white,,dry,full,Decanter Silver,False,False,,Vidiano
Baigorri Blanco Fermentado en Barrica Rioja DOC,132.0,Spain,Rioja,Rioja DOC,,2018.0,0.75,14.0,16,white,,dry,full,,True,True,,"Viura, Malvasia Bianca"
Baigorri Crianza Rioja DOC,123.0,Spain,Rioja,Rioja DOC,,2018.0,0.75,14.0,16,red,,dry,full,,True,True,,"Tempranillo, Garnacha"
Baigorri de Garage Rioja DOC,322.0,Spain,Rioja,Rioja DOC,,2016.0,0.75,15.0,17,red,,dry,full,,True,True,91.0,Tempranillo
Baigorri Reserva Rioja DOC,188.0,Spain,Rioja,Rioja DOC,,2015.0,0.75,14.0,16,red,,dry,full,,True,True,,Tempranillo
Bailly Lapierre Réserve Brut Crémant de Bourgogne AOC,103.0,France,Burgundy,Bourgogne AOC,Caves Bailly Lapierre,,0.75,,8,,,dry,,,False,False,,"Chardonnay, Pinot Noir, Gamay"
Bailly Lapierre Vive-la-Joie Brut Cremant de Bourgogne AOC,169.0,France,Burgundy,Bourgogne AOC,Caves Bailly Lapierre,2017.0,0.75,,8,,,dry,average,,False,False,,"Chardonnay, Pinot Noir"
Bailly Lapierre Vive-la-Joie Brut Rose Cremant de Bourgogne AOC,169.0,France,Burgundy,Bourgogne AOC,Caves Bailly Lapierre,,0.75,,8,rose,,dry,average,,False,False,,"Chardonnay, Pinot Noir"
Baker Station Shiraz Franschhoek,54.0,South Africa,Western Cape,,Franschhoek Cellar,2020.0,0.75,14.0,16-18,red,,dry,average,,False,False,,Shiraz
Barco del Corneta CUCÚ Cantaba La Rana DO Rueda,77.0,Spain,Castile (Castilla y Leon),Rueda DO,,2021.0,0.75,12.0,8,white,,dry,light,,True,True,91.0,Verdejo
Barco del Corneta Verdejo DO Rueda,149.0,Spain,Castile (Castilla y Leon),Rueda DO,,2020.0,0.75,13.5,10-12,white,,dry,average,,True,True,94.0,Verdejo
Barone Pizzini Animante Franciacorta DOCG,219.0,Italy,Lombardy,Franciacorta DOCG,Barone Pizzini,,0.75,12.0,8,,sparkling,dry,average,"Tre Bicchieri Gambero Rosso, Decanter Silver",False,True,90.0,"Pinot Bianco, Erbamat, Chardonnay, Pinot Nero"
Barone Pizzini Cervo Volante Montenetto di Brescia IGT,137.0,Italy,Lombardy,Montenetto di Brescia IGT,Barone Pizzini,,0.75,13.5,16-18,red,,dry,average,,False,True,,Merlot
Barone Pizzini Franciacorta Golf,199.0,Italy,Lombardy,Franciacorta DOCG,Barone Pizzini,,0.75,12.0,8,,sparkling,dry,average,,False,False,,Chardonnay
Barone Pizzini Franciacorta Golf -,99.0,Italy,Lombardy,Franciacorta DOCG,Barone Pizzini,,0.375,12.0,8,,sparkling,dry,average,,False,False,,Chardonnay
Barone Pizzini Franciacorta Golf - magnum,399.0,Italy,Lombardy,Franciacorta DOCG,Barone Pizzini,,1.5,12.0,8,,sparkling,dry,average,,False,False,,Chardonnay
Barone Pizzini Naturae Franciacorta DOCG,273.0,Italy,Lombardy,Franciacorta DOCG,Barone Pizzini,2018.0,0.75,12.0,8-10,,sparkling,dry,average,Tre Bicchieri Gambero Rosso,False,True,,"Pinot Nero, Chardonnay"
Barone Pizzini Rosé Franciacorta DOCG,273.0,Italy,Lombardy,Franciacorta DOCG,Barone Pizzini,2018.0,0.75,12.0,8-10,rose,sparkling,dry,average,,False,True,,Pinot Nero
Bastianich Vespa Rosso Venezia Giulia IGT,169.0,Italy,Friuli,Venezia Gulia IGT,,2015.0,0.75,13.0,16-18,red,,dry,full,,False,False,,"Refosco, Merlot"
Bastianich Vigne Orsone Fruilano Friuli Colli Orientali DOC,85.0,Italy,Friuli,Colli Orientali Del Friuli DOC,,2019.0,0.75,13.0,10,white,,dry,full,,False,False,,Friulano
Bastianich Vigne Orsone Pinot Grigio Friuli Colli Orientali DOC,93.0,Italy,Friuli,Colli Orientali Del Friuli DOC,,2021.0,0.75,13.0,10-12,white,,dry,average,,False,False,,Pinot Grigio
Bastianich Vigne Orsone Sauvignon Friuli Colli Orientali DOC,89.0,Italy,Friuli,Colli Orientali Del Friuli DOC,,2020.0,0.75,13.0,10-12,white,,dry,average,,False,False,,Sauvignon Blanc
Bastianich Vigne Orsone Schioppettino Friuli Colli Orientali DOC,89.0,Italy,Friuli,Colli Orientali Del Friuli DOC,,2020.0,0.75,13.0,16-18,red,,dry,average,,False,False,,Schioppettino
Belstar Prosecco DOC Brut,70.0,Italy,Veneto,Prosecco DOC,Belstar,,0.75,11.0,9,,sparkling,dry,average,,False,False,,Glera
Benito Santos Albarińo EO The Ocean Collection Rias Baixas DO,96.0,Spain,Galicia,,Benito Santos,2021.0,,,,white,,dry,,,False,False,,Albarino
Benito Santos Albarińo Rias Baixas DO,96.0,Spain,Galicia,Rias Baixas DO,Benito Santos,2022.0,0.75,,12,white,,dry,,,False,False,,Albarino
Benito Santos Godello Monterrei DO,83.0,Spain,Galicia,Monterrei DO,Benito Santos,2020.0,0.75,13.5,10-12,white,,dry,,,False,False,,Godello
Bernard Baudry Domaine Chinon AOC,98.1,France,Loire Valley,Chinon AOC,,2020.0,0.75,13.0,16-18,red,,dry,average,,False,True,,Cabernet Franc
Bernard Baudry Le Clos Guillot Chinon AOC,157.5,France,Loire Valley,Chinon AOC,,2020.0,0.75,14.0,16-18,red,,dry,full,,False,True,,Cabernet Franc
Bernard Baudry Les Granges Chinon AOC,89.1,France,Loire Valley,Chinon AOC,,2021.0,0.75,12.0,16-18,red,,dry,average,,False,True,,Cabernet Franc
Bernard Baudry Les Grézeaux Chinon AOC,125.1,France,Loire Valley,Chinon AOC,,2020.0,0.75,12.5,16-18,red,,dry,average,,False,True,,Cabernet Franc
Bestheim Gewurztraminer Classic Alsace AOC,87.0,France,Alsace,Alsace AOC,Bestheim,2020.0,0.75,13.0,12,white,,semi-sweet,average,,False,False,,Gewürztraminer
Bestheim Pinot Gris Classic Alsace AOC,86.0,France,Alsace,Alsace AOC,Bestheim,2020.0,0.75,14.0,12,white,,semi-dry,average,,False,False,,Pinot Gris
Bestheim Riesling Classic Alsace AOC,75.0,France,Alsace,Alsace AOC,Bestheim,2019.0,0.75,12.5,12,white,,dry,average,,False,False,,Riesling
BIANCHI Elsa Bianchi Malbec San Rafael Mendoza,61.0,Argentina,Mendoza,,,2022.0,0.75,14.5,15,red,,dry,average,,False,False,,Malbec
BIANCHI Elsa Bianchi Torrontés San Rafael Mendoza,59.0,Argentina,Mendoza,,,2021.0,0.75,13.5,12,white,,dry,average,,False,False,,Torrontes
BIANCHI Enzo Bianchi Gran Corte San Rafael Mendoza,340.0,Argentina,Mendoza,,,2018.0,0.75,14.5,15,red,,dry,full,Decanter Gold,False,False,91.0,"Cabernet Sauvignon, Malbec"
BIANCHI Famiglia Bianchi Chardonnay San Rafael Mendoza,89.0,Argentina,Mendoza,,,2021.0,0.75,13.5,11,white,,dry,average,,False,False,,Chardonnay
BIANCHI Famiglia Bianchi Malbec San Rafael Mendoza,89.0,Argentina,Mendoza,,,2021.0,0.75,14.5,15,red,,dry,full,Decanter Gold,False,False,,Malbec
BIANCHI Particular Malbec San Rafael Mendoza,161.0,Argentina,Mendoza,,,2019.0,0.75,15.0,15,red,,dry,full,Decanter Gold,False,False,,Malbec
Bianco Dario Princic,181.0,Italy,Friuli,Venezia Gulia IGT,Princic Dario,,0.75,13.0,14,white,,dry,average,,True,True,,"Sauvignon Blanc, Pinot Gris, Chardonnay"
Bianco Luccarelli IGT Salento,52.0,Italy,Puglia,Puglia IGT,Luccarelli - Terre di Sava,2021.0,0.75,13.5,10-12,white,,dry,average,,False,False,,"Malvasia Bianca, Chardonnay, Verdeca"
Bideona Mayela Cosechero Rioja DOC,59.0,Spain,Rioja,Rioja DOC,,2021.0,0.75,12.5,15,red,,dry,light,,False,True,,Tempranillo
Bideona Tempranillo de Laderas Rioja DOC,59.0,Spain,Rioja,Rioja DOC,,2019.0,0.75,14.0,16,red,,dry,average,,False,True,91.0,Tempranillo
Bideona Viura de Cabezadas Rioja DOC,59.0,Spain,Rioja,Rioja DOC,,2019.0,0.75,13.0,10-12,white,,dry,light,,False,True,91.0,Viura
"Blancher Reserva Brut 1955, Cava DO",69.0,Spain,Catalonia,Cava DO,,2017.0,0.75,12.0,8,,sparkling,dry,average,,False,False,,"Macabeo, Xarel.lo, Parellada"
"Blancher Reserva Brut Nature, Cava DO NV",99.0,Spain,Catalonia,Cava DO,,,0.75,12.0,8,,sparkling,dry,average,,False,False,,"Macabeo, Xarel.lo, Parellada"
Blason d'Aussières Corbières AOC,89.0,France,Languedoc (Languedoc),Corbieres AOC,Domaine d'Aussieres,2018.0,0.75,,,red,,dry,,,False,False,,"Syrah, Grenache, Mourvedre, Carignan"
Bock Cabernet Sauvignon,85.0,Hungary,Villanyi,,József Bock,2017.0,0.75,14.0,16,red,,dry,average,,False,False,,Cabernet Sauvignon
Bock Cuvee Jozsef Bock,226.0,Hungary,Villanyi,,József Bock,2015.0,0.75,14.0,18,red,,dry,average,Decanter Silver,False,False,,Cabernet Sauvignon
Bodega Norton Barrel Select Malbec Mendoza,69.0,Argentina,Mendoza,,,2019.0,0.75,14.0,16,red,,dry,full,,False,False,,Malbec
Bodega Norton Colección Malbec Mendoza,49.0,Argentina,Mendoza,,,2019.0,0.75,14.0,16,red,,dry,average,,False,False,,Malbec
Bodega Norton Cosecha Tardia Dulce Natural Mendoza,49.0,Argentina,Mendoza,,,2021.0,0.75,12.5,10,white,,sweet,average,,False,False,,Chardonnay
Bodega Norton Lo Tengo Malbec Mendoza,49.0,Argentina,Mendoza,,,2019.0,0.75,14.0,16,red,,dry,average,,False,False,,Malbec
Bodega Norton Lo Tengo Torrontes Mendoza,49.0,Argentina,Mendoza,,,2021.0,0.75,13.0,10,white,,dry,average,,False,False,,Torrontes
Bodega Norton Privada Mendoza,199.0,Argentina,Mendoza,,,2019.0,0.75,14.0,16,red,,dry,full,Decanter Silver,False,False,,"Cabernet Sauvignon, Merlot, Malbec"
Bodega Norton Reserva Malbec Mendoza,99.0,Argentina,Mendoza,,,2020.0,0.75,15.0,16,red,,dry,full,Decanter Silver,False,False,,Malbec
Bodegas Bhilar Blanco Rioja DOC,121.0,Spain,Rioja,Rioja DOC,,2019.0,0.75,12.5,16-18,white,,dry,average,,False,False,90.0,"Garnacha Blanca, Viura"
Bodegas Bhilar Finca Hapa Blanco Rioja DOC,229.0,Spain,Rioja,Rioja DOC,,2018.0,0.75,14.0,16-18,orange,,dry,full,,False,True,,"Malvasia Bianca, Viura, Garnacha Blanca"
Bodegas Bhilar Finca Hapa Tinto Rioja DOC,234.0,Spain,Rioja,Rioja DOC,,2017.0,0.75,14.5,16-18,red,,dry,average,,False,True,94.0,"Graciano, Tempranillo"
Bodegas Bhilar Lágrimas de Graciano Rioja DOC,95.0,Spain,Rioja,Rioja DOC,,2019.0,0.75,13.5,16-18,red,,dry,full,,False,False,90.0,Graciano
Bodegas Bhilar Tinto Rioja DOC,121.0,Spain,Rioja,Rioja DOC,,2020.0,0.75,13.5,16-18,red,,dry,full,,False,False,91.0,"Garnacha, Tempranillo, Viura"
Bodegas Caro CARO Mendoza,485.0,Argentina,Mendoza,,Bodegas Caro,2014.0,,,,red,,dry,full,,False,False,93.0,"Cabernet Sauvignon, Malbec"
Bodegas el Angosto Angosto Blanco Valencia DOP,49.0,Spain,Valencia,Valencia DOP,,2021.0,0.75,12.0,10-12,white,,dry,light,,True,True,,"Chardonnay, Moscatel, Sauvignon Blanc, Verdejo"
Bodegas el Angosto Angosto Tinto Valencia DOP,65.0,Spain,Valencia,Valencia DOP,,2019.0,0.75,12.5,15,red,,dry,average,,True,True,91.0,"Garnacha, Cabernet Franc, Syrah"
Bodegas el Angosto La Tribuna Valencia DOP,49.0,Spain,Valencia,Valencia DOP,,2021.0,0.75,13.5,16-18,red,,dry,full,"Bruxela Złoto, Decanter Bronze, Mundus Vini Silver",True,True,,"Garnacha, Syrah, Monastrell"
Bodegas el Angosto Soldadito Marinero Moscatel Valencia DOP,59.0,Spain,Valencia,Valencia DOP,,2022.0,0.75,12.0,10-12,white,,dry,average,,True,True,,Moscatel
Bodegas Fariña Crianza Toro DO,119.0,Spain,Castile (Castilla y Leon),Toro DO,,2018.0,0.75,14.0,16-18,red,,dry,full,,False,False,90.0,Tempranillo
Bodegas Fariña Dolfos Tempranillo Roble Barrica Castilla VdT,47.0,Spain,Castile (Castilla y Leon),Castilla VdT,,2020.0,0.75,12.5,16-18,red,,dry,average,,False,False,,Tempranillo
Bodegas Fariña Dolfos Verdejo Castilla VdT,39.0,Spain,Castile (Castilla y Leon),Castilla VdT,,2021.0,0.75,12.5,10,white,,dry,light,,False,False,,Verdejo
Bodegas Fariña Tinto Dulce Val de Reyes Roble Castilla VdT NV,139.0,Spain,Castile (Castilla y Leon),Castilla VdT,,,0.5,14.0,16-18,red,,sweet,full,,False,False,,Tempranillo
"Bodegas Fontana Mesta Blanco Verdejo, Uclés DO",39.0,Spain,Castile (Castilla y Leon),Uclés DO,,2021.0,0.75,12.5,8,white,,dry,light,,True,True,,Verdejo
"Bodegas Fontana Mesta Tinto Tempranillo, Uclés DO",39.0,Spain,Castile (Castilla y Leon),Uclés DO,,2021.0,0.75,13.5,15,red,,dry,average,,True,True,,Tempranillo
"Bodegas Fontana Oveja Blanca Moscatel, Uclés DO",59.0,Spain,Castile (Castilla y Leon),Uclés DO,,2021.0,0.75,12.0,9,white,,dry,light,,True,True,,Moscatel
"Bodegas Fontana Oveja Tinta, Uclés DO",59.0,Spain,Castile (Castilla y Leon),Uclés DO,,2019.0,0.75,14.5,16,red,,dry,average,,True,True,,"Graciano, Malbec"
Bodegas Navajas ANTONIO NAVAJAS 100 Rioja DOC,259.0,Spain,Rioja,Rioja DOC,,2015.0,0.75,14.5,16-18,red,,dry,full,,False,False,,"Graciano, Tempranillo"
Bodegas Navajas Blanco Joven Rioja DOC,41.0,Spain,Rioja,Rioja DOC,,2021.0,0.75,12.0,10,white,,dry,light,,False,False,,"Viura, Sauvignon Blanc, Tempranillo Blanco"
Bodegas Navajas Garnacha Rioja DOC,59.0,Spain,Rioja,Rioja DOC,,2020.0,0.75,14.5,16-18,red,,dry,full,,False,False,,Garnacha
Bodegas Navajas Graciano Joven Rioja DOC,55.0,Spain,Rioja,Rioja DOC,,2020.0,0.75,14.5,16-18,red,,dry,full,,False,False,,Graciano
Bodegas Navajas Gran Reserva Rioja DOC,151.0,Spain,Rioja,Rioja DOC,,2014.0,0.75,14.0,16-18,red,,dry,full,,False,False,,"Graciano, Tempranillo, Mazuelo"
Bodegas Olarra Cerro Anon Crianza Rioja DOCa,76.0,Spain,,,Bodegas Olarra,2019.0,0.75,13.5,,red,,dry,,"Bruxela Złoto, IWC Silver, Mundus Vini Gold",False,False,,"Tempranillo, Mazuelo, Graciano"
Bodegas Olarra Cerro Anon Gran Reserva Rioja DOCa,125.0,Spain,,,Bodegas Olarra,2016.0,,,,red,,dry,,"Decanter Gold, IWC Gold",False,False,,"Tempranillo, Mazuelo, Graciano"
Bodegas Olarra Cerro Anon Reserva Rioja DOCa,89.0,Spain,,,Bodegas Olarra,2018.0,0.75,14.0,,red,,dry,average,Mundus Vini Gold,False,False,,"Tempranillo, Mazuelo, Graciano"
Bodegas Olarra La Catedral Blanco Rioja DOCa,52.0,Spain,Rioja,Rioja DOC,Bodegas Olarra,2020.0,0.75,,,white,,dry,,,False,False,,Viura
Bodegas Olarra La Catedral Tinto Rioja DOCa,52.0,Spain,Rioja,Rioja DOC,Bodegas Olarra,2021.0,0.75,,,red,,dry,,,False,False,,"Garnacha, Tempranillo, Mazuelo"
Borgo Molino Corte Delle Rose bianco Frizzante,47.0,Italy,Veneto,Veneto IGT,Borgo Molino,,0.75,11.0,7,,sparkling,semi-dry,light,,False,False,,Prosecco
Borgo Scopeto Borgonero Toscana IGT,123.0,Italy,Tuscany,Toscana IGT,,2020.0,0.75,13.5,16,red,,dry,full,,False,False,,"Cabernet Sauvignon, Sangiovese, Syrah"
Borgo Scopeto Chianti Classico DOCG,98.0,Italy,Tuscany,Chianti Classico DOCG,,2019.0,0.75,13.0,16,red,,dry,average,Mundus Vini Silver,False,False,91.0,Sangiovese
Bortolin Dry Prosecco Cartizze DOCG,139.0,Italy,Veneto,Prosseco Cartizze DOCG,Bortolin,,0.75,11.0,9,,sparkling,dry,average,,False,False,,Glera
Botromagno Negroamaro Murgia IGT,73.0,Italy,Puglia,Murgia IGT,,2019.0,0.75,14.0,16-18,red,,dry,full,,False,False,,Negroamaro
Botromagno Primitivo Puglia IGT,77.0,Italy,Puglia,Puglia IGT,,2021.0,0.75,14.0,16-18,red,,dry,full,,False,True,,Primitivo
Bottega Vinai Muller Thurgau Trentino DOC,74.0,Italy,Trentino Alto Adige,Trentino DOC,CAVIT Cantina Viticoltori del Trentino,2022.0,0.75,12.0,,white,,dry,,,False,False,,Müller Thurgau
Bottega Vinai Pinot Grigio Trentino DOC,73.0,Italy,Trentino Alto Adige,Trentino DOC,CAVIT Cantina Viticoltori del Trentino,2020.0,0.75,,10,white,,dry,,,False,False,,Pinot Grigio
Bottega Vinai Sauvignon Blanc Trentino DOC,76.0,Italy,Trentino Alto Adige,Trentino DOC,CAVIT Cantina Viticoltori del Trentino,2022.0,0.75,13.0,12,white,,dry,,,False,False,,Sauvignon Blanc
Bottega Vinai Teroldego Rotaliano DOC,78.0,Italy,Trentino Alto Adige,Teroldego Rotaliano DOC,CAVIT Cantina Viticoltori del Trentino,2020.0,0.75,,,red,,dry,,,False,False,,Teroldego
Bouvet Excellence Crémant de Loire Brut Rosé,99.9,France,Loire Valley,,Bouvet-Ladubay,,0.75,12.5,7,,sparkling,dry,average,,False,False,,Cabernet Franc
Brancaia Chianti Classico Riserva DOCG,250.0,Italy,Tuscany,Chianti Classico DOCG,,2018.0,0.75,13.5,16,red,,dry,full,,False,False,93.0,"Sangiovese, Merlot"
Brancaia TRE Toscana IGT,139.0,Italy,Tuscany,Toscana IGT,,2019.0,0.75,13.5,12-14,red,,dry,average,,False,False,,"Cabernet Sauvignon, Sangiovese, Merlot"
Branco Quinta da Alorna,45.0,Portugal,Alentejo,Vinho Regional Tejo,Quinta Da Alorna,2020.0,0.75,13.0,10-12,white,,dry,light,,False,False,,Arinto
Bressan Carat Venezia Giulia IGT,259.0,Italy,Friuli,Venezia Gulia IGT,Bressan,2020.0,0.75,13.0,8-10,white,,dry,average,,False,True,,"Malvasia Istriana, Tokai Friulano, Ribolla Gialla"
Bressan Grigio in Grigio Venezia Giulia IGT,314.0,Italy,Friuli,Venezia Gulia IGT,Bressan,2017.0,0.75,13.0,10-12,white,,dry,average,,False,True,,Pinot Grigio
Bressan Verduzzo Friulano Venezia Giulia IGT,269.0,Italy,Friuli,Venezia Gulia IGT,Bressan,2017.0,0.75,13.5,8-10,white,,dry,average,,False,True,,Verduzzo Friulano
Bründlmayer Grüner Veltliner Alte Reben Kamptal DAC,309.0,Austria,Kamptal,Kamptal DAC,,2020.0,0.75,12.5,8,white,,,full,,True,True,94.0,Grüner Veltliner
Bründlmayer Grüner Veltliner Landwein,69.0,Austria,Kamptal,,,2021.0,0.75,12.0,8,white,,,light,,True,True,,Grüner Veltliner
Bründlmayer Grüner Veltliner Terrassen Kamptal DAC,132.0,Austria,Kamptal,Kamptal DAC,,2022.0,0.75,12.0,8,white,,,average,,True,True,91.0,Grüner Veltliner
Bründlmayer Pinot Noir Kamptal DAC,215.0,Austria,Kamptal,Kamptal DAC,,2018.0,0.75,13.0,15,red,,,average,,True,True,92.0,Pinot Noir
Bründlmayer Riesling Ried Heiligenstein Erste Lage ÖTW Kamptal DAC,249.0,Austria,Kamptal,Kamptal DAC,,2020.0,0.75,13.0,8,white,,,average,,True,True,95.0,Riesling
Bründlmayer Riesling Ried Käferberg Erste Lage ÖTW Kamptal DAC,385.0,Austria,Kamptal,Kamptal DAC,,2020.0,0.75,13.0,12,white,,,full,,True,True,94.0,Grüner Veltliner
Bründlmayer Riesling Ried Steinmassl Erste Lage ÖTW Kamptal DAC,179.0,Austria,Kamptal,Kamptal DAC,,2020.0,0.75,12.5,8-10,white,,,average,,True,True,94.0,Riesling
Bründlmayer Riesling Terrassen Kamptal DAC,119.0,Austria,Kamptal,Kamptal DAC,,2021.0,0.75,12.5,8,white,,,average,,True,True,92.0,Riesling
Brunel de la Gardine Cairanne AOC,89.0,France,Rhône Valley,Cairanne AOC,,2020.0,0.75,15.0,16-18,red,,dry,average,,False,False,,"Syrah, Grenache"
Brunel de la Gardine Côtes du Rhône Blanc AOC,76.0,France,Rhône Valley,Côtes du Rhone AOC,,2020.0,0.75,13.5,10,white,,dry,average,,False,False,,"Grenache Blanc, Rousanne, Viognier, Clairette, Bourboulenc"
Brunel de la Gardine Côtes du Rhône Rouge AOC,76.0,France,Rhône Valley,Côtes du Rhone AOC,,2020.0,0.75,14.5,16-18,red,,dry,average,,False,False,,"Grenache, Mourvedre / Monastrell, Syrah"
Brunel de la Gardine Crozes-Hermitage AOP,139.0,France,Rhône Valley,Crozes-Hermitage AOP,,2021.0,0.75,13.0,16-18,red,,dry,average,,False,False,,Syrah
Brunel de la Gardine Hermitage AOC,299.0,France,Rhône Valley,Hermitage AOC,,2020.0,0.75,14.0,16-18,red,,dry,full,,False,False,,"Marsanne, Syrah"
Brunel de la Gardine Vacqueyras AOC,149.0,France,Rhône Valley,Vacqueyras AOC,,2020.0,0.75,15.0,16-18,red,,dry,full,,False,False,,"Grenache, Mourvedre / Monastrell, Syrah"
Brunello di Montalcino Capanna,309.0,Italy,Tuscany,Brunello di Montalcino DOCG,Capanna,2015.0,0.75,14.5,18,red,,dry,full,,False,False,92.0,Sangiovese
Brunello di Montalcino Casanova di Neri,339.0,Italy,Tuscany,Brunello di Montalcino DOCG,Casanova di Neri,2018.0,0.75,,18,red,,dry,full,,False,False,94.0,Sangiovese
Brunello di Montalcino Fattoria dei Barbi,352.0,Italy,Tuscany,Brunello di Montalcino DOCG,Fattoria dei Barbi,2016.0,0.75,14.5,18,red,,dry,average,,False,False,94.5,Sangiovese
Brunello di Montalcino Riserva Capanna,649.0,Italy,Tuscany,Brunello di Montalcino DOCG,Capanna,2013.0,0.75,14.5,20,red,,dry,full,,False,False,94.0,Sangiovese
Brunello di Montalcino Riserva Capanna,679.0,Italy,Tuscany,Brunello di Montalcino DOCG,Capanna,2012.0,0.75,,20,red,,dry,full,,False,False,,Sangiovese
Brunello di Montalcino Riserva DOCG Il Poggione,465.0,Italy,Tuscany,Brunello di Montalcino DOCG,Tenuta Il Poggione,2015.0,0.75,14.5,18,red,,dry,full,,False,False,96.0,Sangiovese
Brunello Tenuta Nuova Casanova di Neri,815.0,Italy,Tuscany,Brunello di Montalcino DOCG,Casanova di Neri,2018.0,0.75,15.0,18,red,,dry,full,Tre Bicchieri Gambero Rosso,False,False,95.5,Sangiovese
Brut Reserve Billecart-Salmon Magnum,699.0,France,Champagne,Champagne AOC,Billecart-Salmon,,1.5,12.0,6-10,,champagne,dry,average,,False,False,,"Chardonnay, Pinot Noir, Pinot Meunier"
Brut Rose Billecart-Salmon,509.0,France,Champagne,Champagne AOC,Billecart-Salmon,,0.75,12.0,6-10,,champagne,dry,average,,False,False,,Chardonnay
Bulgarini Fior Di Lago Lombardia NV,84.0,Italy,Lombardy,,Cantine Bulgarini,,0.75,12.5,10,white,,dry,,,False,False,,"Sauvignon Blanc, Chardonnay"
Bulgarini Lugana 010 DOC,119.0,Italy,Veneto,Lugana DOC,Cantine Bulgarini,2020.0,0.75,,,white,,dry,,,False,False,,Verdicchio
Bulgarini Lugana DOC,104.0,Italy,Veneto,Lugana DOC,Cantine Bulgarini,2022.0,0.75,,,white,,dry,,Mundus Vini Gold,False,False,,Lugana
Bulgarini Rosso Bruno Vino Rosso,106.0,Italy,Veneto,,Cantine Bulgarini,2019.0,0.75,,,red,,dry,,,False,False,,"Corvina, Cabernet Sauvignon, Merlot"
Ca' Lojera Rosato Monte della Guardia Veneto VdT,109.0,Italy,Veneto,Vino da Tavola (VdT),,2021.0,0.75,13.5,16,rose,,dry,average,,False,True,,"Merlot, Cabernet Sauvignon"
